"institution_short","course_code_norm","year","hv","url","status","ok","bytes","sha1","course_name_no","fulltext"
"uia","PED420-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped420.html",200,TRUE,275,"e113aa729423a4fca5108df0c3849f69cee34d0e",NA,NA
"uia","MA-504-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-504.html",200,TRUE,275,"c38d6bd9ceaa366d7a2df93e0c7edc69421dc90f",NA,NA
"uia","KH-402-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-402.html",404,FALSE,NA,NA,NA,NA
"uia","KH-403-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-403.html",200,TRUE,275,"7d3ee695364b8a990502ce9ec2031eb8ff436ab2",NA,NA
"uia","EN-444-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-444.html",404,FALSE,NA,NA,NA,NA
"uia","KH-500-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-500.html",404,FALSE,NA,NA,NA,NA
"uia","EN-445-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-445.html",200,TRUE,275,"ff8de376daed2ec849e95641dc0889daddd1d430",NA,NA
"uia","KH-501-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-501.html",200,TRUE,275,"d5c819823c2925b6578faf4cf681e9cfaf21c973",NA,NA
"uia","PED533-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped533.html",404,FALSE,NA,NA,NA,NA
"uia","ERN403-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern403.html",404,FALSE,NA,NA,NA,NA
"uia","PED426-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped426.html",200,TRUE,275,"64dba6e05362ebdf9f3fbaadf7bc175686976cdd",NA,NA
"uia","REL501-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel501.html",404,FALSE,NA,NA,NA,NA
"uia","PED427-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped427.html",404,FALSE,NA,NA,NA,NA
"uia","PED430-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped430.html",200,TRUE,275,"3c743c237caac8e2bb406009ddf87ea9ea8d288b",NA,NA
"uia","ME-430-1",2026,"V","https://www.uia.no/studier/emner/2026/var/me-430.html",404,FALSE,NA,NA,NA,NA
